Player,Squad,Pos,Season,Games,Minutes,Goals,Assists,xG,xA,NonPenaltyGoals,Per90_G+A-PK,Shots,KeyPasses,YellowCards,RedCards
Djiamgone Jocelin Ta Bi,Sunderland,MF,2025-2026,1,38,0,0,0.0,0.0,0,0.0,0,0,0,0
Jesse Derry,Chelsea,MF,2025-2026,1,53,0,0,0.1001430451869964,0.0,0,0.0,2,0,0,0
Bruno Fernandes,Man United,MF,2026-2027,2,180,3,1,2.247294310480356,0.6195708513259888,2,1.5,11,6,0,0
Bukayo Saka,Arsenal,MF,2026-2027,2,160,2,0,1.7515416741371157,0.0469839461147785,2,1.125,5,2,0,0
Mathis Cherki,Man City,MF,2026-2027,2,108,2,2,0.60223388671875,1.2220587730407717,2,3.3333333333333335,3,7,1,0
Erling Haaland,Man City,FW,2026-2027,2,180,2,0,1.4407066106796265,0.0,2,1.0,10,0,0,0
João Pedro,Chelsea,FW,2026-2027,2,180,2,2,2.055896580219269,0.4818000346422195,2,2.0,9,4,0,0
Cole Palmer,Chelsea,MF,2026-2027,2,175,2,1,1.4829024076461792,0.6803523451089859,2,1.542857142857143,9,5,0,0
Anthony Elanga,Newcastle,MF,2026-2027,2,160,2,0,0.4224189072847366,0.1150919497013092,2,1.125,4,1,0,0
Jack Hinshelwood,Brighton,MF,2026-2027,1,69,2,0,1.401410698890686,0.100886195898056,2,2.608695652173913,3,1,0,0
Pascal Groß,Brighton,MF,2026-2027,2,180,1,0,0.0453363917768001,0.9721265435218812,1,0.5,1,6,1,0
James Tarkowski,Everton,DF,2026-2027,2,180,1,0,0.1154564246535301,0.0140266856178641,1,0.5,2,1,0,0
Chuba Akpom,Ipswich,,2026-2027,2,64,1,0,0.4293347895145416,0.0,1,1.40625,1,0,0,0
Martin Odegaard,Arsenal,MF,2026-2027,2,150,1,0,0.321878433227539,0.2855894863605499,1,0.6,4,3,0,0
Semi Ajayi,Hull,DF,2026-2027,2,156,1,0,0.7058625221252441,0.0,1,0.5769230769230769,1,0,0,0
Kai Havertz,Arsenal,FW,2026-2027,2,180,1,0,0.1334328800439834,0.0477312244474887,1,0.5,2,1,0,0
Alexander Isak,Liverpool,FW,2026-2027,2,180,1,0,2.174916386604309,0.1023170314729213,1,0.5,7,2,0,0
Dominic Calvert-Lewin,Leeds,FW,2026-2027,2,180,1,0,0.9327916651964188,0.0,1,0.5,4,0,1,0
Yoane Wissa,Newcastle,FW,2026-2027,2,173,1,1,1.592448353767395,0.1272462084889412,1,1.0404624277456647,6,2,1,0
Pedro Neto,Chelsea,DF,2026-2027,2,82,1,0,0.7697672992944717,0.6694995760917664,1,1.0975609756097562,3,2,0,0
Bryan Mbeumo,Man United,MF,2026-2027,2,180,1,0,2.003398060798645,0.4761663302779197,1,0.5,9,4,1,0
Joe Willock,Newcastle,MF,2026-2027,2,105,1,0,0.1826508492231369,0.3008303940296173,1,0.8571428571428571,4,1,0,0
Morgan Gibbs-White,Nott'm Forest,MF,2026-2027,2,180,1,1,0.9046378880739212,0.2842428684234619,0,0.5,4,1,0,0
Wilson Isidor,Sunderland,,2026-2027,2,46,1,0,1.0178608894348145,0.0,1,1.956521739130435,3,0,0,0
Marc Guehi,Man City,DF,2026-2027,2,180,1,0,0.6468590497970581,0.5169392712414265,1,0.5,2,2,0,0
Dan Ndoye,Nott'm Forest,MF,2026-2027,2,133,1,0,0.647243320941925,0.9351332783699036,1,0.6766917293233082,3,2,0,0
Leif Davis,Ipswich,DF,2026-2027,2,180,1,0,0.6606451272964478,0.1086564436554908,1,0.5,2,1,0,0
Kevin Schade,Brentford,MF,2026-2027,2,180,1,0,0.6952725946903229,0.1207659095525741,1,0.5,8,2,0,0
Vitaly Janelt,Brentford,MF,2026-2027,2,180,1,0,0.4880397617816925,0.130682535469532,1,0.5,2,4,2,0
Kiernan Dewsbury-Hall,Everton,MF,2026-2027,2,180,1,0,0.2415860034525394,0.5228234976530075,1,0.5,5,6,0,0
Dominik Szoboszlai,Liverpool,MF,2026-2027,2,180,1,0,0.9323304295539856,0.2655576914548874,0,0.0,6,5,0,0
Josko Gvardiol,Man City,DF,2026-2027,2,166,1,1,0.4088468253612518,0.0720686167478561,1,1.0843373493975903,1,2,0,0
Anton Stach,Leeds,MF,2026-2027,2,180,1,0,0.1702153645455837,0.0250732135027647,1,0.5,4,1,0,0
Romeo Lavia,Chelsea,MF,2026-2027,2,137,1,0,1.2299621105194092,0.176572099328041,1,0.6569343065693432,2,2,1,0
Marcus Tavernier,Bournemouth,MF,2026-2027,2,180,1,0,0.6048137098550797,0.1713153943419456,1,0.5,4,3,1,0
Keane Lewis-Potter,Brentford,DF,2026-2027,2,180,1,1,0.5887478338554502,0.1686924993991851,1,1.0,3,3,0,0
Michael Kayode,Brentford,DF,2026-2027,2,167,1,0,0.8390793688595295,0.0581752881407737,1,0.5389221556886228,5,1,0,0
Cody Gakpo,Liverpool,MF,2026-2027,2,164,1,1,0.2258007824420929,0.9563255459070206,1,1.0975609756097562,6,5,0,0
Gonzalo García,Fulham,FW,2026-2027,2,180,1,0,1.3132801055908203,0.0,1,0.5,6,0,0,0
Alex Scott,Bournemouth,MF,2026-2027,2,179,1,0,0.1631892919540405,0.2178947031497955,1,0.5027932960893855,2,2,1,0
Nobel Mendy,Hull,DF,2026-2027,2,127,1,0,0.5365467295050621,0.0,1,0.7086614173228346,2,0,0,0
Joshua King,Fulham,MF,2026-2027,2,180,1,0,0.4381851032376289,0.03983810916543,1,0.5,5,1,0,0
Morgan Rogers,Chelsea,MF,2026-2027,2,174,1,1,0.7358025312423706,1.732881873846054,1,1.0344827586206897,6,9,0,0
Thierno Barry,Everton,FW,2026-2027,2,155,1,0,1.7337944507598877,0.1501475349068641,1,0.5806451612903225,5,2,0,0
Jack Clarke,Ipswich,,2026-2027,1,17,1,0,0.095076709985733,0.0,1,5.294117647058823,2,0,0,0
Víctor Muñoz,Liverpool,MF,2026-2027,2,116,1,0,0.2963662967085838,0.1024511158466339,1,0.7758620689655172,6,1,1,0
Maxim De Cuyper,Brighton,MF,2026-2027,2,173,1,0,1.4233697280287745,0.1561144795268774,1,0.5202312138728323,5,4,0,0
Emersonn,Ipswich,FW,2026-2027,2,116,1,0,0.6148083209991455,0.645197331905365,1,0.7758620689655172,3,3,0,0
Nilson Angulo,Sunderland,MF,2026-2027,2,127,1,0,0.1169656217098236,0.0488846004009246,1,0.7086614173228346,2,1,1,0
Liam Millar,Hull,,2026-2027,2,46,1,0,0.3580830097198486,0.0,1,1.956521739130435,3,0,1,0
Malick Yalcouyé,Brighton,MF,2026-2027,2,77,1,0,0.6473640203475952,0.2635147273540497,1,1.168831168831169,2,1,0,0
Fabian Schär,Newcastle,,2026-2027,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Bernd Leno,Fulham,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Granit Xhaka,Sunderland,MF,2026-2027,2,180,0,0,0.0,0.4558428563177585,0,0.0,0,6,0,0
Nico Elvedi,Leeds,,2026-2027,1,57,0,0,0.0,0.0,0,0.0,0,0,0,0
Callum Wilson,Brentford,,2026-2027,2,7,0,0,0.1512992680072784,0.1435260325670242,0,0.0,2,1,0,0
Alex Iwobi,Fulham,MF,2026-2027,2,180,0,0,0.0127433408051729,0.4228430390357971,0,0.0,1,2,0,0
Marcus Rashford,Man United,MF,2026-2027,2,124,0,0,0.4156828224658966,0.1717376336455345,0,0.0,4,7,0,0
Paddy McNair,Hull,,2026-2027,1,24,0,0,0.0,0.0,0,0.0,0,0,0,0
Ross Barkley,Aston Villa,MF,2026-2027,2,158,0,0,0.1337365992367267,0.1797064170241356,0,0.0,2,4,0,0
Jack Grealish,Man City,,2026-2027,1,6,0,0,0.0,0.0,0,0.0,0,0,0,0
Tammy Abraham,Aston Villa,,2026-2027,1,18,0,0,0.0,0.0,0,0.0,0,0,0,0
Ola Aina,Nott'm Forest,DF,2026-2027,2,165,0,0,0.0374636389315128,0.3177260756492615,0,0.0,2,4,2,0
Jordan Pickford,Everton,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Adam Smith,Bournemouth,DF,2026-2027,2,180,0,0,0.0,0.0554989390075206,0,0.0,0,1,1,0
Virgil van Dijk,Liverpool,DF,2026-2027,2,180,0,0,0.122930608689785,0.0,0,0.0,2,0,1,0
Matt Targett,Hull,,2026-2027,1,3,0,0,0.0,0.0,0,0.0,0,0,0,0
Luke Shaw,Man United,DF,2026-2027,2,165,0,0,0.0,0.2301657050848007,0,0.0,0,4,0,0
Tyrone Mings,Aston Villa,,2026-2027,1,11,0,0,0.0,0.0,0,0.0,0,0,0,0
Matt Grimes,Coventry,MF,2026-2027,2,180,0,0,0.0250027533620595,0.011054546572268,0,0.0,1,1,0,0
Gianluigi Donnarumma,Man City,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Alisson,Liverpool,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,1,0
Sasa Lukic,Ipswich,MF,2026-2027,2,165,0,1,0.0379965938627719,0.0855647437274456,0,0.5454545454545455,1,2,1,0
Dominic Solanke,Tottenham,,2026-2027,2,35,0,0,0.1692600585520267,0.0,0,0.0,2,0,0,0
Harry Maguire,Man United,DF,2026-2027,2,180,0,0,0.0887959077954292,0.5053327679634094,0,0.0,3,2,0,0
Andrew Robertson,Tottenham,DF,2026-2027,2,159,0,0,0.0637315958738327,0.2818601652979851,0,0.0,1,2,0,0
Oliver McBurnie,Hull,FW,2026-2027,2,180,0,0,0.436806708574295,0.1647972837090492,0,0.0,2,3,1,0
Lewis Cook,Bournemouth,MF,2026-2027,2,149,0,0,0.0,0.0255504697561264,0,0.0,0,1,0,0
Emiliano Buendía,Aston Villa,FW,2026-2027,2,180,0,0,0.1448842920362949,0.1184204071760177,0,0.0,4,2,0,0
Mateo Kovacic,Man City,,2026-2027,2,39,0,0,0.0,0.0,0,0.0,0,0,0,0
Issa Diop,Ipswich,DF,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Olivier Boscagli,Brighton,DF,2026-2027,2,180,0,0,0.0430318340659141,0.1698360443115234,0,0.0,1,1,1,0
Darnell Furlong,Ipswich,,2026-2027,1,15,0,0,0.0,0.0,0,0.0,0,0,0,0
Emiliano Martinez,Chelsea,GK,2026-2027,1,90,0,0,0.0,0.2397087216377258,0,0.0,0,2,0,0
Chris Wood,Nott'm Forest,,2026-2027,1,26,0,0,0.0588695593178272,0.0,0,0.0,1,0,0,0
Mikel Merino,Arsenal,,2026-2027,2,30,0,0,0.1443382352590561,0.0,0,0.0,2,0,0,0
Declan Rice,Arsenal,MF,2026-2027,2,156,0,0,0.0399413481354713,0.0861850380897522,0,0.0,2,2,0,0
Aaron Wan-Bissaka,Aston Villa,,2026-2027,1,11,0,0,0.0,0.0,0,0.0,0,0,0,0
Daniel James,Leeds,,2026-2027,1,19,0,0,0.187165156006813,0.0,0,0.0,4,0,0,0
Harry Wilson,Leeds,MF,2026-2027,2,109,0,0,0.0126873375847935,0.049971230328083,0,0.0,1,2,0,0
Gabriel,Arsenal,DF,2026-2027,2,180,0,0,0.3559714760631323,0.0,0,0.0,2,0,1,0
Nordi Mukiele,Sunderland,DF,2026-2027,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Thomas Meunier,Sunderland,DF,2026-2027,2,180,0,0,0.0598374269902706,0.0114439595490694,0,0.0,3,1,0,0
Ibrahim Sangare,Nott'm Forest,MF,2026-2027,1,90,0,0,0.0148224933072924,0.017668368294835,0,0.0,1,1,0,0
Jean-Philippe Mateta,Crystal Palace,FW,2026-2027,1,67,0,0,1.3189489841461182,0.0249885991215705,0,0.0,2,1,0,0
Boubacar Kamara,Aston Villa,MF,2026-2027,2,180,0,0,0.0,0.0273728407919406,0,0.0,0,1,0,0
Youri Tielemans,Man United,MF,2026-2027,2,159,0,0,0.2300203777849674,0.1643834859132766,0,0.0,4,4,0,0
Richarlison,Tottenham,FW,2026-2027,1,69,0,0,0.0,0.0,0,0.0,0,0,0,0
Lewis Dunk,Brighton,DF,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,1,0
Phil Foden,Man City,MF,2026-2027,2,174,0,2,0.9348401799798012,1.1938790678977966,0,1.0344827586206897,5,5,1,0
Jacob Murphy,Newcastle,,2026-2027,2,20,0,0,0.0,0.0,0,0.0,0,0,1,0
Victor Lindelöf,Aston Villa,DF,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Rodrigo Bentancur,Tottenham,MF,2026-2027,2,133,0,0,0.0,0.0221979115158319,0,0.0,0,1,0,0
Daichi Kamada,Crystal Palace,MF,2026-2027,2,180,0,0,0.0434533543884754,0.2972403466701507,0,0.0,1,2,1,0
Timothy Castagne,Fulham,DF,2026-2027,2,159,0,1,0.0721329897642135,0.1690183132886886,0,0.5660377358490566,1,2,1,0
Nikola Milenkovic,Nott'm Forest,DF,2026-2027,2,180,0,0,0.1238637343049049,0.0,0,0.0,2,0,0,0
Pau Torres,Aston Villa,DF,2026-2027,2,169,0,0,0.0,0.0,0,0.0,0,0,0,0
Joachim Andersen,Fulham,DF,2026-2027,1,90,0,0,0.0,0.0605926103889942,0,0.0,0,1,1,0
Ethan Ampadu,Leeds,MF,2026-2027,2,180,0,0,0.0133677246049046,0.1191505491733551,0,0.0,1,3,0,0
Joe Rodon,Leeds,DF,2026-2027,2,123,0,0,0.0335895232856273,0.0978372022509574,0,0.0,1,1,0,0
Callum Hudson-Odoi,Nott'm Forest,,2026-2027,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Eddie Nketiah,Crystal Palace,MF,2026-2027,2,129,0,0,0.8183198273181915,1.334905277937651,0,0.0,3,3,0,0
Lukas Nmecha,Leeds,,2026-2027,1,18,0,1,0.0393981784582138,0.8600444793701172,0,5.0,1,2,0,0
Harvey Barnes,Newcastle,MF,2026-2027,2,180,0,0,0.1152562722563743,0.1128818243741989,0,0.0,2,2,0,0
Dwight McNeil,Crystal Palace,MF,2026-2027,2,88,0,0,0.0249885991215705,0.0,0,0.0,1,0,0,0
Jaka Bijol,Leeds,DF,2026-2027,2,139,0,0,0.0831441581249237,0.0,0,0.0,2,0,0,0
James Maddison,Tottenham,,2026-2027,1,21,0,0,0.0,0.0,0,0.0,0,0,0,0
David Brooks,Bournemouth,,2026-2027,1,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Ryan Sessegnon,Fulham,,2026-2027,2,36,0,0,0.0680787395685911,0.0,0,0.0,2,0,0,0
Axel Disasi,Crystal Palace,,2026-2027,1,15,0,0,0.0,0.0,0,0.0,0,0,0,0
Matz Sels,Nott'm Forest,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Pedro Porro,Tottenham,MF,2026-2027,1,90,0,0,0.2065762132406234,0.0,0,0.0,4,0,0,0
Georginio Rutter,Brighton,FW,2026-2027,1,90,0,1,0.0694541409611702,0.9075709581375122,0,1.0,2,1,0,0
Justin Kluivert,Bournemouth,MF,2026-2027,2,160,0,0,0.8936726301908493,0.2000063136219978,0,0.0,5,3,0,0
Sean Longstaff,Leeds,,2026-2027,1,6,0,0,0.0,0.0,0,0.0,0,0,0,0
Matheus Cunha,Man United,FW,2026-2027,2,164,0,1,0.3006033301353454,1.0346480011940002,0,0.5487804878048781,5,4,0,0
Mathias Jensen,Brentford,MF,2026-2027,1,68,0,0,0.0874465405941009,0.5949914455413818,0,0.0,2,3,0,0
Emile Smith-Rowe,Fulham,,2026-2027,1,12,0,0,0.0605926103889942,0.0901469960808754,0,0.0,1,2,0,0
Ryan John Giles,Hull,DF,2026-2027,2,177,0,0,0.0300956219434738,0.0983178596943616,0,0.0,1,2,0,0
Diogo Dalot,Man United,DF,2026-2027,2,84,0,0,0.2269666939973831,0.4390770681202411,0,0.0,4,4,0,0
Ben White,Arsenal,DF,2026-2027,2,180,0,1,0.1290393024682998,0.2222591415047645,0,0.5,1,3,0,0
Tyler Adams,Bournemouth,,2026-2027,2,31,0,0,0.0,0.0,0,0.0,0,0,0,0
Reinildo,Sunderland,DF,2026-2027,2,180,0,0,0.0,0.1718617230653762,0,0.0,0,2,0,0
James Garner,Everton,MF,2026-2027,2,71,0,0,0.0,0.0593440569937229,0,0.0,0,1,1,0
Martín Zubimendi,Arsenal,,2026-2027,2,24,0,0,0.0,0.0,0,0.0,0,0,0,0
Wesley Fofana,Chelsea,DF,2026-2027,1,70,0,0,0.0,0.0,0,0.0,0,0,1,0
Dean Henderson,Crystal Palace,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
John Egan,Hull,DF,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
John McGinn,Aston Villa,MF,2026-2027,2,177,0,0,0.092358112335205,0.0784304365515708,0,0.0,3,1,2,0
Ezri Konsa Ngoyo,Arsenal,,2026-2027,1,10,0,0,0.0,0.0,0,0.0,0,0,0,0
James Justin,Leeds,DF,2026-2027,2,180,0,0,0.0174954924732446,0.0429679490625858,0,0.0,1,1,0,0
Xaver Schlager,Nott'm Forest,MF,2026-2027,2,104,0,0,0.0441906601190567,0.0,0,0.0,2,0,0,0
Taiwo Awoniyi,Coventry,FW,2026-2027,2,108,0,0,0.9398623108863832,0.0503396391868591,0,0.0,4,2,0,0
Caoimhin Kelleher,Brentford,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Takehiro Tomiyasu,Crystal Palace,DF,2026-2027,2,88,0,0,0.0,0.0,0,0.0,0,0,0,0
Sandro Tonali,Tottenham,MF,2026-2027,2,166,0,0,0.0882095284759998,0.1619225740432739,0,0.0,3,2,0,0
Evann Guessand,Crystal Palace,,2026-2027,2,49,0,0,0.0400747209787368,0.0,0,0.0,1,0,0,0
Arnaud Kalimuendo Muinga,Nott'm Forest,,2026-2027,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Reece James,Chelsea,MF,2026-2027,2,110,0,0,0.0830904319882392,0.0349031090736389,0,0.0,2,1,1,0
Ronald Araújo,Liverpool,,2026-2027,2,29,0,0,0.0,0.0,0,0.0,0,0,1,0
Nick Woltemade,Newcastle,,2026-2027,1,18,0,1,0.0189082399010658,0.5074549913406372,0,5.0,1,1,0,0
Riccardo Calafiori,Arsenal,DF,2026-2027,2,173,0,2,0.1324072107672691,1.0361521318554878,0,1.0404624277456647,2,2,0,0
Neco Williams,Nott'm Forest,DF,2026-2027,2,180,0,0,0.2364779859781265,0.1479341089725494,0,0.0,1,2,0,0
Tyrick Mitchell,Crystal Palace,DF,2026-2027,2,180,0,0,0.2371263802051544,0.5185611173510551,0,0.0,2,3,0,0
Nicolás Domínguez,Nott'm Forest,,2026-2027,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Sander Berge,Fulham,MF,2026-2027,2,159,0,0,0.0369189530611038,0.3830481059849262,0,0.0,1,4,0,0
Exequiel Palacios,Ipswich,,2026-2027,1,26,0,0,0.0,0.0135723073035478,0,0.0,0,1,0,0
Bruno Guimarães,Arsenal,,2026-2027,1,18,0,0,0.0,0.0,0,0.0,0,0,0,0
Lucas Gourna Douath,Hull,,2026-2027,1,42,0,0,0.0,0.0,0,0.0,0,0,0,0
Malick Thiaw,Newcastle,DF,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Alexis Mac Allister,Liverpool,MF,2026-2027,2,106,0,0,0.0,0.0,0,0.0,0,0,0,0
Omar Marmoush,Tottenham,FW,2026-2027,1,90,0,0,0.1090471297502517,0.1604393273591995,0,0.0,3,3,0,0
Florian Wirtz,Liverpool,MF,2026-2027,2,154,0,1,0.4078433662652969,0.0884147100150585,0,0.5844155844155845,5,2,1,0
Luca Netz,Nott'm Forest,,2026-2027,2,15,0,0,0.0,0.0,0,0.0,0,0,0,0
Chris Richards,Crystal Palace,DF,2026-2027,2,180,0,0,0.0242751687765121,0.0,0,0.0,1,0,0,0
Jarrad Branthwaite,Everton,DF,2026-2027,2,180,0,0,0.2326006144285202,0.0,0,0.0,1,0,0,0
Bobby Thomas,Coventry,DF,2026-2027,2,170,0,0,0.0078541673719882,0.0323680825531482,0,0.0,1,1,0,0
Jorge Cuenca,Fulham,DF,2026-2027,1,90,0,0,0.0,0.24121855199337,0,0.0,0,2,0,0
Ellis Simms,Coventry,FW,2026-2027,1,72,0,0,0.0,0.0127685405313968,0,0.0,0,1,0,0
Sven Botman,Newcastle,DF,2026-2027,2,180,0,0,0.0146792773157358,0.0,0,0.0,1,0,1,0
Adrien Truffert,Bournemouth,DF,2026-2027,2,180,0,0,0.0,0.1386683732271194,0,0.0,0,2,0,0
Enzo Le Fée,Sunderland,MF,2026-2027,2,172,0,0,0.2025050371885299,0.5389295220375061,0,0.0,4,1,0,0
Mohamed Ali-Cho,Hull,,2026-2027,1,5,0,0,0.0,0.0,0,0.0,0,0,0,0
Eberechi Eze,Arsenal,,2026-2027,2,55,0,0,0.0374864414334297,0.0,0,0.0,1,0,0,0
Dara O&#039;Shea,Ipswich,DF,2026-2027,2,180,0,0,0.0188435949385166,0.0479024201631546,0,0.0,1,2,0,0
Iyenoma Destiny Udogie,Tottenham,,2026-2027,2,24,0,0,0.0,0.1275281012058258,0,0.0,0,1,0,0
Konstantinos Tsimikas,Liverpool,,2026-2027,1,16,0,0,0.0443882532417774,0.0,0,0.0,1,0,0,0
Maxence Lacroix,Chelsea,DF,2026-2027,2,180,0,1,0.0128172794356942,0.4455546438694,0,0.5,1,1,0,0
Mikkel Damsgaard,Brentford,MF,2026-2027,2,85,0,0,0.0597379244863987,0.3020429611206054,0,0.0,2,4,0,0
Matthew Cash,Aston Villa,DF,2026-2027,2,169,0,0,0.0784304365515708,0.0,0,0.0,1,0,1,0
Liam Delap,Nott'm Forest,,2026-2027,1,21,0,0,0.0718021094799041,0.2364779859781265,0,0.0,1,1,0,0
Matteo Ruggeri,Aston Villa,,2026-2027,1,3,0,0,0.0,0.0,0,0.0,0,0,0,0
Antonee Robinson,Fulham,DF,2026-2027,2,174,0,0,0.2031559944152832,0.0477439239621162,0,0.0,1,1,0,0
Jacob Ramsey,Newcastle,,2026-2027,2,40,0,0,0.0904521122574806,0.0,0,0.0,1,0,1,0
Aaron Hickey,Brentford,,2026-2027,2,14,0,0,0.0,0.0,0,0.0,0,0,0,0
Rúben Dias,Man City,DF,2026-2027,2,180,0,0,0.077885590493679,0.2958108764141798,0,0.0,1,3,0,0
Omar Alderete,Sunderland,,2026-2027,1,21,0,0,0.0,0.0,0,0.0,0,0,0,0
Óscar Mingueza,Crystal Palace,,2026-2027,1,14,0,0,0.0,0.0,0,0.0,0,0,0,0
Malo Gusto,Chelsea,DF,2026-2027,2,168,0,0,0.0,0.0,0,0.0,0,0,0,0
Yeremi Pino,Crystal Palace,MF,2026-2027,2,99,0,0,0.1018285043537616,0.0651934519410133,0,0.0,3,2,0,0
Conor Gallagher,Tottenham,MF,2026-2027,1,47,0,0,0.0167681723833084,0.0,0,0.0,1,0,1,0
James Trafford,Leeds,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Robert Sánchez,Chelsea,GK,2026-2027,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Elliot Anderson,Man City,MF,2026-2027,2,148,0,0,0.0497681647539138,0.8745654821395874,0,0.0,2,2,1,0
Jayden Bogle,Leeds,DF,2026-2027,2,161,0,0,0.0,0.0174954924732446,0,0.0,0,1,0,0
Iliman Ndiaye,Everton,MF,2026-2027,2,180,0,1,0.248074809089303,0.6194962207227945,0,0.5,4,4,0,0
Jeremie Frimpong,Liverpool,DF,2026-2027,2,164,0,0,0.0134936962276697,0.154948778450489,0,0.0,1,4,1,0
Moisés Caicedo,Chelsea,,2026-2027,1,14,0,0,0.0,0.0,0,0.0,0,0,0,0
Cody Drameh,Hull,,2026-2027,2,60,0,0,0.0413598306477069,0.0,0,0.0,1,0,0,0
Daniel Jebbison,Bournemouth,,2026-2027,1,13,0,0,0.0824772268533706,0.0,0,0.0,1,0,0,0
Tim Iroegbunam,Everton,,2026-2027,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
William Osula,Newcastle,FW,2026-2027,1,57,0,1,0.0589579232037067,0.2569243609905243,0,1.5789473684210527,2,1,0,0
Marco Bizot,Aston Villa,GK,2026-2027,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Dango Ouattara,Brentford,MF,2026-2027,2,94,0,0,0.044517652131617,0.3981337398290634,0,0.0,3,3,0,0
David Raya,Arsenal,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Kristoffer Ajer,Brentford,DF,2026-2027,2,180,0,0,0.0753327682614326,0.0529738068580627,0,0.0,1,2,1,0
Ethan Pinnock,Coventry,,2026-2027,1,10,0,0,0.0,0.0,0,0.0,0,0,0,0
Rico Henry,Brentford,,2026-2027,1,1,0,0,0.0,0.0,0,0.0,0,0,0,0
Frank Onyeka,Coventry,MF,2026-2027,1,90,0,0,0.0,0.0,0,0.0,0,0,0,0
Nathan Collins,Brentford,DF,2026-2027,2,180,0,0,0.6079705432057381,0.0722000915557146,0,0.0,5,3,1,0
Christos Tzolis,Arsenal,MF,2026-2027,2,125,0,0,0.2376735210418701,0.2390085458755493,0,0.0,4,4,1,0
Habib Diarra,Sunderland,,2026-2027,2,26,0,1,0.0153624014928936,0.4507821798324585,0,3.4615384615384617,1,1,0,0
Mathys Tel,Tottenham,MF,2026-2027,2,159,0,0,0.2328013628721237,0.0265310388058424,0,0.0,5,2,0,0
Brian Brobbey,Sunderland,FW,2026-2027,2,134,0,0,0.6699474714696407,0.0,0,0.0,3,0,0,0
Nico González,Newcastle,MF,2026-2027,1,72,0,0,0.0,0.0282984711229801,0,0.0,0,2,1,0
Piero Hincapié,Arsenal,,2026-2027,1,7,0,0,0.0,0.0,0,0.0,0,0,0,0
Kjell Scherpen,Ipswich,GK,2026-2027,2,180,0,0,0.0,0.0,0,0.0,0,0,0,0
Loum Tchaouna,Coventry,MF,2026-2027,2,145,0,0,0.0732269380241632,0.129779428243637,0,0.0,3,1,0,0
Beto,Everton,,2026-2027,2,25,0,0,0.1096467524766922,0.0,0,0.0,2,0,0,0
Cristhian Mosquera,Arsenal,DF,2026-2027,2,170,0,0,0.0,0.0,0,0.0,0,0,0,0
Lamare Bogarde,Aston Villa,,2026-2027,1,11,0,0,0.0,0.0,0,0.0,0,0,0,0
Nicolas Jackson,Aston Villa,FW,2026-2027,1,72,0,0,0.0,0.0,0,0.0,0,0,0,0
Micky van de Ven,Tottenham,DF,2026-2027,1,90,0,0,0.0,0.0,0,0.0,0,0,1,0
James McAtee,Nott'm Forest,MF,2026-2027,2,166,0,0,0.0,0.4097372442483902,0,0.0,0,4,0,0
Kasey McAteer,Ipswich,,2026-2027,2,27,0,0,0.0,0.0,0,0.0,0,0,0,0
Archie Gray,Tottenham,DF,2026-2027,2,156,0,0,0.0,0.0,0,0.0,0,0,0,0
Lewis Hall,Newcastle,DF,2026-2027,2,180,0,0,0.0563934743404388,0.6493606343865395,0,0.0,1,2,0,0
Vitalii Mykolenko,Everton,DF,2026-2027,2,180,0,0,0.0,0.0280860438942909,0,0.0,0,1,0,0
Guemissongui Ouattara,Ipswich,,2026-2027,2,23,0,0,0.0,0.0308203268796205,0,0.0,0,1,0,0
Alejandro Garnacho,Aston Villa,,2026-2027,2,12,0,0,0.0,0.0,0,0.0,0,0,0,0
Leny Yoro,Man United,,2026-2027,1,14,0,0,0.0,0.0,0,0.0,0,0,0,0
Noussair Mazraoui,Man United,DF,2026-2027,2,97,0,0,0.0905937775969505,0.1054909825325012,0,0.0,1,2,0,0
